class,order,family,genus,species,common_name,count_train,count_validation,count_test
Aves,Anseriformes,Anatidae,Cygnus,olor,Mute Swan,639,0,0
Aves,Cuculiformes,Cuculidae,Centropus,phasianinus,Pheasant Coucal,637,180,0
Mammalia,Carnivora,Felidae,Neofelis,diardi,Sunda Clouded Leopard,628,66,25
Mammalia,Rodentia,Sciuridae,Marmota,himalayana,Himalayan Marmot,626,91,0
Mammalia,Rodentia,Sciuridae,Paraxerus,boehmi,Boehm's Bush Squirrel,622,30,19
Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed Weasel,622,65,6
Mammalia,Carnivora,Herpestidae,Herpestes,smithii,Ruddy Mongoose,614,14,0
Aves,Galliformes,Odontophoridae,Colinus,virginianus,Northern Bobwhite,608,18,0
Aves,Passeriformes,Mimidae,Toxostoma,rufum,Brown Thrasher,606,3,0
Mammalia,Primates,Atelidae,Alouatta,juara,Juruá Red Howler Monkey,601,0,0
Aves,Galliformes,Phasianidae,Gallus,,Gallus Species,600,0,0
Mammalia,Rodentia,Sciuridae,Sciurus,aestuans,Guianan Squirrel,599,111,3
Mammalia,Rodentia,Anomaluridae,Anomalurus,derbianus,Lord Derby's Scaly-tailed Squirrel,599,0,52
Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped Hyaena,599,114,0
Mammalia,Carnivora,Felidae,,,Cat Family,593,38,53
Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,586,95,42
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped Sengi,584,0,0
Aves,Charadriiformes,Turnicidae,Turnix,velox,Little Buttonquail,582,10,0
Mammalia,Cetartiodactyla,Bovidae,Bison,bonasus,European Bison,579,0,0
Aves,Galliformes,Phasianidae,Lerwa,lerwa,Snow Partridge,577,14,0
Aves,Passeriformes,Muscicapidae,Copsychus,albospecularis,Merle dyal malgache,571,41,0
Aves,Struthioniformes,Tinamidae,Tinamus,guttatus,White-throated Tinamou,568,43,257
Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Red Panda,568,55,0
Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus Monkey,567,50,37
Aves,Passeriformes,Pittidae,Pitta,versicolor,Noisy Pitta,565,40,5
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,561,152,165
Mammalia,Cetartiodactyla,Bovidae,Oryx,beisa,Beisa Oryx,561,7,0
Aves,Caprimulgiformes,Caprimulgidae,Eurostopodus,argus,Spotted Nightjar,558,5,0
Reptilia,Squamata,Varanidae,Varanus,rosenbergi,Heath Monitor,550,34,0
Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Northern Tiger Cat,547,56,0
Mammalia,Chiroptera,,,,Bat,546,21,52
Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,544,34,0
Aves,Passeriformes,Formicariidae,Formicarius,analis,Black-faced Antthrush,540,76,0
Aves,Columbiformes,Columbidae,Phaps,elegans,Brush Bronzewing,539,6,0
Mammalia,Carnivora,Viverridae,Viverricula,indica,Small Indian Civet,538,141,162
Aves,Galliformes,Odontophoridae,Odontophorus,stellatus,Starred Wood-quail,534,43,0
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Northern Quoll,524,0,0
Mammalia,Carnivora,Mustelidae,Neovison,vison,American Mink,521,34,27
Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam Macaque,517,70,10
Mammalia,Pholidota,Manidae,Phataginus,tricuspis,White-bellied Pangolin,516,3,6
Mammalia,Rodentia,Sciuridae,Lariscus,insignis,Three-striped Ground Squirrel,512,35,382
Aves,Galliformes,Phasianidae,Pternistis,jacksoni,Jackson's Francolin,511,6,0
Mammalia,Carnivora,Canidae,Vulpes,macrotis,Kit Fox,509,51,0
Mammalia,Lagomorpha,,,,Lagomorpha Order,505,0,6
Mammalia,Carnivora,Herpestidae,Herpestes,ichneumon,Egyptian Mongoose,501,19,0
Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red Kangaroo,494,84,0
Mammalia,Rodentia,Sciuridae,Urocitellus,richardsonii,Richardson's Ground Squirrel,491,104,61
Aves,Passeriformes,Icteridae,Molothrus,ater,Brown-headed Cowbird,491,99,0
Mammalia,Rodentia,Sciuridae,Neotamias,townsendii,Townsend's Chipmunk,489,27,0
Aves,Passeriformes,Acanthizidae,Sericornis,frontalis,White-browed Scrubwren,488,121,33
Mammalia,Scandentia,Tupaiidae,Tupaia,dorsalis,Striped Treeshrew,487,28,0
Mammalia,Primates,Cercopithecidae,Papio,ursinus,Chacma Baboon,486,0,0
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed Field Mouse,485,15,5
Aves,Galliformes,Phasianidae,Dendragapus,obscurus,Blue Grouse,483,26,0
Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing Owl,483,14,2
Mammalia,Carnivora,Eupleridae,Galidia,elegans,Ring-tailed Vontsira,482,30,0
Mammalia,Carnivora,Herpestidae,Herpestes,urva,Crab-eating Mongoose,481,34,0
Aves,Passeriformes,Passerellidae,Melospiza,melodia,Song Sparrow,478,3,0
Mammalia,Rodentia,Nesomyidae,Eliurus,tanala,Tanala Tuft-tailed Rat,478,27,0
Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern Tamandua,478,58,0
Aves,Passeriformes,Acanthizidae,Sericornis,citreogularis,Yellow-throated Scrubwren,477,47,13
Mammalia,Carnivora,Prionodontidae,Prionodon,pardicolor,Spotted Linsang,476,31,2
Mammalia,Cetartiodactyla,Cervidae,Capreolus,,Capreolus Species,474,15,0
Mammalia,Carnivora,Herpestidae,Herpestes,semitorquatus,Collared Mongoose,474,17,0
Aves,Strigiformes,Strigidae,Bubo,virginianus,Great Horned Owl,466,48,24
Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile Mangabey,466,0,0
Aves,Galliformes,Cracidae,,,Cracidae Family,461,71,346
Aves,Gruiformes,Gruidae,Grus,grus,Common Crane,460,0,0
Aves,Passeriformes,Petroicidae,Eopsaltria,australis,Eastern Yellow Robin,457,27,400
Mammalia,Primates,Hominidae,Pongo,pygmaeus,Bornean Orangutan,457,63,0
Mammalia,Rodentia,Caviidae,Galea,spixii,Spix's Yellow-toothed Cavy,453,0,0
Aves,Galliformes,Phasianidae,Lophura,nycthemera,Silver Pheasant,447,9,119
Mammalia,Cetartiodactyla,Bovidae,Capricornis,sumatraensis,Sumatran Serow,444,5,18
Mammalia,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,Kaluta,444,0,0
Aves,Passeriformes,Icteridae,Euphagus,carolinus,Rusty Blackbird,444,0,0
Aves,Passeriformes,Estrildidae,Neochmia,temporalis,Red-browed Finch,441,5,0
Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Grey Catbird,438,115,0
Mammalia,Primates,Atelidae,Alouatta,caraya,Black-and-gold Howler Monkey,436,84,0
Aves,Passeriformes,Motacillidae,Anthus,rubescens,Buff-bellied Pipit,435,23,0
Mammalia,Cingulata,Chlamyphoridae,Euphractus,sexcinctus,Yellow Armadillo,432,38,2
Mammalia,Cetartiodactyla,Bovidae,Litocranius,walleri,Gerenuk,432,68,0
Mammalia,Rodentia,Gliridae,Eliomys,quercinus,Garden Dormouse,430,0,0
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Agile Antechinus,428,32,0
Mammalia,Diprotodontia,,,,Diprotodontia Order,425,84,79
Mammalia,Rodentia,Sciuridae,Sundasciurus,hippurus,Horse-tailed Squirrel,423,47,6
Aves,Passeriformes,Passeridae,,,Passeridae Family,421,0,18
Mammalia,Lagomorpha,Leporidae,Sylvilagus,aquaticus,Swamp Rabbit,412,22,0
Aves,Eurypygiformes,Eurypygidae,Eurypyga,helias,Sunbittern,411,0,19
Mammalia,Primates,Cebidae,Saimiri,sciureus,Common Squirrel Monkey,411,66,301
Aves,Columbiformes,,,,Columbiformes Order,410,0,77
Mammalia,Carnivora,,,,Carnivorous Mammal,408,91,44
Reptilia,Squamata,Phrynosomatidae,Sceloporus,,Spiny Lizard,407,0,0
Aves,Pelecaniformes,Ardeidae,Ardea,albus,Great Egret,398,48,0
Mammalia,Primates,Galagidae,Galago,,Galago Species,395,36,154
Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Raccoon Dog,391,141,0
Mammalia,Lagomorpha,Leporidae,Lepus,nigricollis,Indian Hare,391,60,0
Aves,Charadriiformes,Laridae,Larus,californicus,California Gull,390,0,0
Aves,Columbiformes,Columbidae,Phaps,chalcoptera,Common Bronzewing,390,36,5
Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Southern Tree Hyrax,382,10,237
Mammalia,Lagomorpha,Leporidae,Lepus,victoriae,African Savanna Hare,382,16,0
Mammalia,Carnivora,Canidae,Speothos,venaticus,Bush Dog,382,39,9
Mammalia,Carnivora,Mephitidae,Spilogale,gracilis,Western Spotted Skunk,378,62,120
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,europaeus,Western European Hedgehog,377,59,4
Aves,Passeriformes,Turdidae,Geokichla,citrina,Orange-headed Thrush,375,6,0
Aves,Passeriformes,Fringillidae,Haemorhous,mexicanus,House Finch,374,0,0
Aves,Passeriformes,Sturnidae,Sturnus,vulgaris,Common Starling,373,18,0
Aves,Columbiformes,Columbidae,Ocyphaps,lophotes,Crested Pigeon,373,0,0
Mammalia,Primates,Atelidae,Lagothrix,poeppigii,Poeppig's Woolly Monkey,372,0,0
Mammalia,Carnivora,Mustelidae,Mustela,erminea,Stoat,371,1,0
Arachnida,Araneae,Theraphosidae,Aphonopelma,paloma,Paloma dwarf,370,27,0
Aves,Anseriformes,Anatidae,Branta,,Branta Species,366,2,0
Aves,Passeriformes,Passerellidae,Arremon,brunneinucha,Chestnut-capped Brush-finch,366,20,0
Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,Northern Treeshrew,366,78,149
Mammalia,Carnivora,Eupleridae,Galidictis,fasciata,Broad-striped Vontsira,365,14,0
Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Brewer's Blackbird,365,25,0
Mammalia,Cetartiodactyla,Cervidae,Blastocerus,dichotomus,Marsh Deer,361,2,0
Mammalia,Primates,Cercopithecidae,Trachypithecus,hatinhensis,Hatinh Langur,360,15,0
Aves,Accipitriformes,Accipitridae,Busarellus,nigricollis,Black-collared Hawk,359,227,9
Mammalia,Primates,Lemuridae,Eulemur,rufifrons,Red-fronted Brown Lemur,358,0,0
Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,355,63,0
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's Antelope Squirrel,354,6,0
Aves,Piciformes,Picidae,Dryocopus,martius,Black Woodpecker,353,135,5
Aves,Gruiformes,Rallidae,Mentocrex,kioloides,Madagascar Wood-rail,352,31,0
Aves,Gruiformes,Gruidae,Antigone,canadensis,Sandhill Crane,352,23,0
Aves,Charadriiformes,Scolopacidae,,,Scolopacidae Family,350,320,0
Aves,Cuculiformes,Cuculidae,Coua,reynaudii,Red-fronted Coua,347,10,0
Mammalia,Cetartiodactyla,Moschidae,Moschus,berezovskii,Forest Musk Deer,344,144,0
Reptilia,Squamata,Varanidae,Varanus,,Monitor species,344,10,0
Mammalia,Didelphimorphia,Didelphidae,Marmosa,,Marmosa Species,343,190,0
Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,African Straw-coloured Fruit-bat,342,38,0
Mammalia,Rodentia,Diatomyidae,Laonastes,aenigmamus,Kha-nyou,342,0,0
Mammalia,Primates,Lorisidae,Perodicticus,ibeanus,East African Potto,341,178,0
Aves,Galliformes,Odontophoridae,Odontophorus,,Odontophorus Species,341,3,3
Aves,Passeriformes,Turdidae,Hylocichla,mustelina,Wood Thrush,340,102,0
Aves,Passeriformes,Passeridae,Passer,domesticus,House Sparrow,340,1,0
Mammalia,Carnivora,Herpestidae,Ichneumia,albicauda,White-tailed Mongoose,339,3,0
Mammalia,Carnivora,Mephitidae,Conepatus,chinga,Molina's Hog-nosed Skunk,338,0,0
Aves,Columbiformes,Columbidae,Streptopelia,decaocto,Collared Dove,334,21,0
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,indica,Indian Chevrotain,331,1,0
Mammalia,Primates,Cercopithecidae,Macaca,siberu,Siberut Macaque,329,38,0
Aves,Passeriformes,Turdidae,Catharus,ustulatus,Russet-backed Thrush,329,0,190
Aves,Galliformes,Phasianidae,Tetraophasis,obscurus,Chestnut-throated Partridge,327,2,0
Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared Owl,326,4,0
Mammalia,Carnivora,Herpestidae,Urva,javanica,Javan Mongoose,324,49,13
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,kalinowskii,Kalinowski Agouti,322,144,0
Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed Eagle,321,34,0
Mammalia,Lagomorpha,Ochotonidae,Ochotona,,Ochotona Species,321,61,0
Mammalia,Carnivora,Mephitidae,Spilogale,putorius,Eastern Spotted Skunk,321,4,82
Mammalia,Cetartiodactyla,Bovidae,Madoqua,kirkii,Kirk's Dik-dik,320,5,0
Aves,Anseriformes,Anatidae,Mareca,americana,American Wigeon,319,0,0
Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,317,23,0
Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached Monkey,312,9,0
Aves,Falconiformes,,,,Falcon,311,22,616
Mammalia,Rodentia,Sciuridae,Sundasciurus,philippinensis,Philippine Tree Squirrel,309,52,394
Reptilia,Testudines,Testudinidae,Chelonoidis,,Giant Land Tortoise Species,308,17,24
Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor Tamarin,305,0,0
Aves,Passeriformes,Corvidae,Corvus,caurinus,Northwestern Crow,304,0,0
Mammalia,Carnivora,Prionodontidae,Prionodon,linsang,Banded Linsang,301,7,24
Mammalia,Rodentia,Sciuridae,Sciurus,colliaei,Collie's Squirrel,300,0,0
Mammalia,Carnivora,Procyonidae,Nasuella,olivacea,Western Mountain Coati,298,3,0
Aves,Passeriformes,Turdidae,Turdus,rufiventris,Rufous-bellied Thrush,296,3,0
Mammalia,Rodentia,Sciuridae,Marmota,sibirica,Mongolian Marmot,295,188,0
Aves,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,Rufous-sided Towhee,293,7,0
Aves,Passeriformes,Passerellidae,Zonotrichia,albicollis,White-throated Sparrow,292,1,0
Mammalia,Cetartiodactyla,Cervidae,Cervus,,Cervus Species,292,27,0
Aves,Accipitriformes,Accipitridae,Buteo,buteo,Eurasian Buzzard,286,16,3
Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Common Treeshrew,286,57,0
Aves,Columbiformes,Columbidae,Columbina,talpacoti,Ruddy Ground-dove,285,15,0
Aves,Galliformes,Phasianidae,Tetrao,urogallus,Western Capercaillie,285,62,59
Mammalia,Carnivora,Eupleridae,Eupleres,goudotii,Eastern Falanouc,284,23,0
Mammalia,Primates,Cercopithecidae,Presbytis,rubicunda,Maroon Leaf Monkey,283,91,0
Aves,Otidiformes,Otididae,Ardeotis,australis,Australian Bustard,280,5,0
Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet Macaque,275,11,0
Aves,Strigiformes,Strigidae,Strix,varia,Barred Owl,273,17,186
Aves,Strigiformes,Strigidae,Scotopelia,peli,Pel's Fishing-owl,273,1183,0
Aves,Columbiformes,Columbidae,Geopelia,humeralis,Bar-shouldered Dove,270,0,0
Aves,Galliformes,Phasianidae,Pucrasia,macrolopha,Koklass Pheasant,269,15,0
Aves,Passeriformes,Meliphagidae,Gavicalis,virescens,Singing Honeyeater,268,3,0
Aves,Galliformes,Megapodiidae,Megapodius,laperouse,Micronesian Scrubfowl,267,0,0
Aves,Passeriformes,Turdidae,Zoothera,,Zoothera Species,267,0,471
Aves,Galliformes,Phasianidae,Pternistis,squamatus,Scaly Francolin,266,25,0
Reptilia,Testudines,Emydidae,Emys,marmorata,Western Pond Turtle,265,0,0
Aves,Passeriformes,Icteridae,,,Icteridae Family,264,3,0
Mammalia,Carnivora,Herpestidae,Bdeogale,omnivora,Sokoke Dog Mongoose,264,0,0
Mammalia,Rodentia,Sciuridae,Neotamias,minimus,Least Chipmunk,263,20,13
Aves,Passeriformes,Pittidae,Hydrornis,cyaneus,Blue Pitta,262,17,0
Mammalia,Rodentia,Sciuridae,Menetes,berdmorei,Berdmore's Squirrel,261,30,0
Aves,Anseriformes,Anatidae,Anas,superciliosa,Pacific Black Duck,261,249,0
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,petersi,Black and Rufous Sengi,260,17,0
Mammalia,Cetartiodactyla,Bovidae,Raphicerus,campestris,Steenbok,258,0,0
Reptilia,Squamata,,,,Lizards and Snakes,256,4,0
Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,Southern Mountain Viscacha,253,81,0
Mammalia,Rodentia,Sciuridae,Tamiops,swinhoei,Swinhoe's Striped Squirrel,253,0,0
Aves,Passeriformes,Formicariidae,Formicarius,,Formicarius Species,252,42,0
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American Deermouse,250,0,0
Mammalia,Rodentia,Nesomyidae,Eliurus,,Eliurus Species,250,10,0
Mammalia,Carnivora,Viverridae,,,Civet Genet Family,248,27,1
Mammalia,Lagomorpha,Leporidae,Nesolagus,timminsi,Annamite Striped Rabbit,248,80,0
Mammalia,Rodentia,Sciuridae,Marmota,caligata,Hoary Marmot,247,25,0
Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded Mongoose,247,0,0
Mammalia,Rodentia,Caviidae,Hydrochoerus,isthmius,Lesser Capybara,247,0,0
Mammalia,Rodentia,Cricetidae,Neotoma,lepida,Desert Woodrat,246,5,0
Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,concolor,Southern White-breasted Hedgehog,246,61,0
Aves,Piciformes,Picidae,Colaptes,cafer,Red-shafted Flicker,246,2,2
Aves,Columbiformes,Columbidae,Zenaida,,Zenaida Species,245,9,0
Aves,Accipitriformes,Accipitridae,Pseudastur,albicollis,White Hawk,245,3,0
Mammalia,Eulipotyphla,Erinaceidae,Echinosorex,gymnura,Moonrat,245,3,92
Mammalia,Cetartiodactyla,Bovidae,Boselaphus,tragocamelus,Nilgai,244,41,0
Aves,Columbiformes,Columbidae,Patagioenas,picazuro,Picazuro Pigeon,244,3,0
Mammalia,Primates,Cebidae,Saimiri,boliviensis,Bolivian/peruvian Squirrel Monkey,243,31,0
Mammalia,Carnivora,Felidae,Pardofelis,marmorata,Marbled Cat,242,28,22
Aves,Galliformes,Cracidae,Pipile,pipile,Trinidad Piping-guan,241,0,0
Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape Porcupine,240,11,0
Mammalia,Diprotodontia,Potoroidae,,,Potoroidae Family,239,85,0
Aves,Cuculiformes,Cuculidae,Centropus,sinensis,Greater Coucal,239,77,16
Aves,Passeriformes,Maluridae,Malurus,cyaneus,Superb Fairy-wren,239,13,32
Aves,Coraciiformes,Momotidae,Momotus,momota,Amazonian Motmot,238,29,164
Aves,Galliformes,,,,Galliformes Order,237,9,42
Mammalia,Rodentia,Cricetidae,Scapteromys,tumidus,Swamp Rat,236,0,0
Aves,Piciformes,Ramphastidae,Ramphastos,vitellinus,Channel-billed Toucan,235,0,0
Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Red-winged Blackbird,235,58,0
Aves,Galliformes,Cracidae,Pipile,cumanensis,Blue-throated Piping-Guan,231,29,0
Aves,Anseriformes,Anatidae,Cairina,moschata,Muscovy Duck,229,0,31
Mammalia,Rodentia,Sciuridae,Sciurus,aberti,Abert's Squirrel,229,1,0
Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Malagasy Giant Jumping Rat,229,47,0
Aves,Cuculiformes,Cuculidae,Neomorphus,geoffroyi,Rufous-vented Ground-Cuckoo,229,16,0
Aves,Piciformes,Picidae,Hylatomus,pileatus,Pileated Woodpecker,226,5,0
Aves,Gruiformes,Aramidae,Aramus,guarauna,Limpkin,225,2,3
Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged Buzzard,220,0,0
Aves,Galliformes,Phasianidae,Gallus,sonneratii,Grey Junglefowl,220,50,0
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced Dunnart,219,0,0
Aves,Passeriformes,Mimidae,Toxostoma,longirostre,Long-billed Thrasher,218,10,0
Mammalia,Rodentia,Sciuridae,Urocitellus,armatus,Uinta Ground Squirrel,218,18,0
Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Grey-cheeked Mangabey,217,11,19
Mammalia,Rodentia,Sciuridae,Heliosciurus,ruwenzorii,Ruwenzori Sun Squirrel,216,46,70
Reptilia,Squamata,Teiidae,Tupinambis,,Tupinambis species,215,15,3
Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous Vulture,215,0,0
Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,Putty-nosed Monkey,214,3,0
Aves,Pelecaniformes,Ardeidae,Egretta,thula,Snowy Egret,214,3,0
Mammalia,Cetartiodactyla,Suidae,Hylochoerus,meinertzhageni,Forest Hog,213,0,0
Aves,Pelecaniformes,Threskiornithidae,Bostrychia,hagedash,Hadada Ibis,209,0,0
Mammalia,Didelphimorphia,Didelphidae,Marmosops,,Marmosops Species,209,0,0
Aves,Accipitriformes,Accipitridae,Accipiter,trivirgatus,Crested Goshawk,207,0,0
Aves,Galliformes,Phasianidae,Crossoptilon,crossoptilon,White Eared-pheasant,206,0,0
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,,Chevrotain Species,204,19,247
Aves,Psittaciformes,Cacatuidae,Eolophus,roseicapilla,Galah,204,38,0
Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Woodland Dormouse,203,45,216
Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy Eagle,203,0,1
Aves,Pelecaniformes,Ardeidae,Ardea,cocoi,Cocoi Heron,203,10,40
Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain Hare,201,128,0
Mammalia,Cetartiodactyla,Bovidae,Oryx,leucoryx,Arabian Oryx,201,0,0
Mammalia,Lagomorpha,Leporidae,Sylvilagus,obscurus,Appalachian Cottontail,200,104,10
Aves,Galliformes,Phasianidae,Lophura,erythrophthalma,Faisán de Carúncula Azul,199,20,0
Aves,Piciformes,Bucconidae,Monasa,morphoeus,White-fronted Nunbird,196,12,3
Aves,Passeriformes,Menuridae,Menura,alberti,Albert's Lyrebird,194,0,0
Mammalia,Carnivora,Ursidae,,,Bear Family,193,6,32
Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,White Ibis,192,0,0
Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tailess Tenrec,192,59,0
Mammalia,Cetartiodactyla,Cervidae,Hydropotes,inermis,Water Deer,192,298,0
Aves,Passeriformes,Artamidae,Cracticus,nigrogularis,Pied Butcherbird,191,5,0
Aves,Piciformes,Ramphastidae,Ramphastos,tucanus,Red-billed Toucan,190,20,0
Aves,Passeriformes,Corvidae,Corvus,mellori,Little Raven,190,11,0
Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,Western Tree Hyrax,189,0,0
Mammalia,Rodentia,Echimyidae,Thrichomys,,Thrichomys Species,189,0,0
Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain Squirrel,187,7,0
Mammalia,Rodentia,Sciuridae,Sciurus,arizonensis,Arizona Gray Squirrel,183,0,0
Mammalia,Carnivora,Mustelidae,Lontra,longicaudis,Neotropical Otter,182,6,29
Reptilia,Testudines,,,,Turtle Order,182,6,0
Aves,Passeriformes,Troglodytidae,Salpinctes,obsoletus,Rock Wren,182,11,0
Mammalia,Primates,Cercopithecidae,Macaca,,Macaque Species,181,5,0
Aves,Accipitriformes,Accipitridae,,,Accipitridae Family,181,18,35
Mammalia,Carnivora,Herpestidae,Herpestes,sanguineus,Common Slender Mongoose,178,15,0
Mammalia,Primates,Cercopithecidae,Piliocolobus,gordonorum,Udzungwa Red Colobus,178,55,0
Aves,Galliformes,Phasianidae,Ammoperdix,heyi,Sand Partridge,177,0,0
Aves,Galliformes,Cracidae,Ortalis,vetula,Plain Chachalaca,177,31,0
Aves,Columbiformes,Columbidae,Turtur,afer,Blue-spotted Wood-dove,177,0,0
Aves,Passeriformes,Tyrannidae,Tyrannus,tyrannus,Eastern Kingbird,177,10,0
Aves,Galliformes,Phasianidae,Synoicus,ypsilophorus,Brown Quail,176,128,0
Aves,Passeriformes,Corvidae,Corvus,monedula,Eurasian Jackdaw,176,0,0
Aves,Charadriiformes,,,,Charadriiformes Order,173,36,3
Aves,Gruiformes,Rallidae,Rallina,fasciata,Red-legged Crake,171,0,0
Aves,Piciformes,Picidae,Sphyrapicus,thyroideus,Williamson's Sapsucker,171,0,0
Reptilia,Squamata,Teiidae,Salvator,merianae,Argentine black and white tegu,171,6,0
Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian Lynx,170,59,327
Aves,Falconiformes,Falconidae,Falco,sparverius,American Kestrel,170,0,2
Aves,Passeriformes,Picathartidae,Picathartes,oreas,Grey-necked Rockfowl,168,0,0
Mammalia,Carnivora,Herpestidae,Urva,auropunctata,Small Indian Mongoose,168,17,0
Aves,Psittaciformes,Cacatuidae,Cacatua,galerita,Sulphur-crested Cockatoo,168,45,0
Aves,Struthioniformes,Tinamidae,Nothocercus,bonapartei,Highland Tinamou,167,38,0
Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire Bat,166,0,0
Mammalia,Carnivora,Mephitidae,Conepatus,semistriatus,Striped Hog-nosed Skunk,165,37,0
Reptilia,Squamata,Scincidae,Bellatorias,major,Land Mullet,164,13,0
Aves,Galliformes,Cracidae,Penelope,purpurascens,Crested Guan,164,9,0
Aves,Passeriformes,Pycnonotidae,Alophoixus,frater,Palawan Bulbul,164,4,0
Mammalia,Artiodactyla,Camelidae,Lama,glama,Llama,161,0,0
Mammalia,Primates,Atelidae,Alouatta,puruensis,Purús Red Howler Monkey,161,106,0
Mammalia,Lagomorpha,Ochotonidae,Ochotona,erythrotis,Chinese Red Pika,160,0,0
Mammalia,Rodentia,Sciuridae,Funisciurus,congicus,Congo Rope Squirrel,159,0,0
Aves,Columbiformes,Columbidae,Spilopelia,chinensis,Eastern Spotted Dove,159,8,0
Mammalia,Rodentia,Gliridae,Glis,glis,Edible Dormouse,157,9,0
Aves,Passeriformes,Pittidae,Hydrornis,elliotii,Bar-bellied Pitta,157,35,0
Mammalia,Pholidota,Manidae,Smutsia,gigantea,Giant Ground Pangolin,157,30,30
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,truongsonensis,Annamite Muntjac,156,0,0
Aves,Charadriiformes,Jacanidae,Jacana,jacana,Wattled Jacana,155,0,0
Mammalia,Didelphimorphia,Didelphidae,Philander,,Philander Species,154,0,2
Mammalia,Carnivora,Felidae,Leopardus,guttulus,Southern Tiger Cat,154,7,0
Amphibia,,,,,Amphibian,154,0,0
Mammalia,Rodentia,Cricetidae,Hylaeamys,megacephalus,Azara's Broad-Headed Oryzomys,153,0,0
Mammalia,Lagomorpha,Leporidae,Lepus,granatensis,Granada Hare,152,8,0
Mammalia,Rodentia,Sciuridae,Cynomys,leucurus,White-tailed Prairie Dog,152,0,0
Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Thick-tailed Greater Galago,152,22,0
Mammalia,Carnivora,Canidae,Vulpes,,Vulpes Species,152,27,1
Mammalia,Rodentia,Muridae,Rattus,tiomanicus,Malaysian Field Rat,150,1,0
