class,order,family,genus,species,common_name,count_train,count_validation,count_test
Aves,Passeriformes,Cardinalidae,Passerina,caerulea,Blue Grosbeak,3,0,0
Aves,Galliformes,Cracidae,Penelope,jacucaca,White-browed Guan,3,0,222
Aves,Accipitriformes,Accipitridae,Spizaetus,tyrannus,Black Hawk-eagle,3,0,0
Aves,Caprimulgiformes,Caprimulgidae,Setopagis,parvula,Little Nightjar,3,0,0
Mammalia,Rodentia,Muridae,Maxomys,,Maxomys Species,3,0,0
Aves,Passeriformes,Icteridae,Icterus,,Icterus Species,3,0,0
Aves,Passeriformes,Icteridae,Icteria,virens,Yellow-breasted Chat,3,0,0
Aves,Passeriformes,Meliphagidae,Gliciphila,melanops,Tawny-crowned Honeyeater,3,0,0
Reptilia,Squamata,Scincidae,Ctenotus,pantherinus,Leopard Ctenotus,2,0,0
Aves,Passeriformes,Leiotrichidae,Turdoides,,Turdoides Species,2,0,0
Aves,Galliformes,Phasianidae,Phasianus,,Phasianus Species,2,0,0
Aves,Passeriformes,Passerellidae,Spizella,pallida,Clay-colored Sparrow,2,0,0
Aves,Coraciiformes,Coraciidae,Coracias,caudatus,Lilac-breasted Roller,2,0,0
Mammalia,Rodentia,Sciuridae,Sciurus,stramineus,Guayaquil Squirrel,2,0,0
Mammalia,Carnivora,Canidae,Atelocynus,,Atelocynus Species,2,0,33
Aves,Passeriformes,Fringillidae,Carduelis,carduelis,Goldfinch,2,0,0
Aves,Passeriformes,Tyrannidae,Tyrannus,savana,Fork-tailed Flycatcher,2,0,0
Aves,Passeriformes,Conopophagidae,Conopophaga,roberti,Hooded Gnateater,2,0,0
Aves,Coraciiformes,Momotidae,Momotus,mexicanus,Russet-crowned Motmot,2,0,0
Aves,Accipitriformes,Accipitridae,Accipiter,,Accipiter Species,2,0,0
Aves,Passeriformes,Tyrannidae,Phyllomyias,uropygialis,Tawny-rumped Tyrannulet,2,0,0
Aves,Passeriformes,Paridae,Baeolophus,inornatus,Oak Titmouse,2,0,0
Aves,Passeriformes,Petroicidae,Petroica,rodinogaster,Pink Robin,2,0,0
Aves,Galliformes,Odontophoridae,Cyrtonyx,montezumae,Montezuma quail,2,0,0
Aves,Passeriformes,Corvidae,Aphelocoma,,Aphelocoma Species,2,0,6
Aves,Cuculiformes,Cuculidae,Cuculus,clamosus,Black Cuckoo,2,0,0
Aves,Passeriformes,Estrildidae,Nigrita,fusconotus,White-breasted Nigrita,2,0,0
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,,Rhinolophus Species,2,0,0
Mammalia,Afrosoricida,Tenrecidae,Microgale,cowani,Cowan's Shrew Tenrec,2,0,0
Aves,Strigiformes,Strigidae,Otus,spilocephalus,Mountain Scops-owl,2,0,0
Mammalia,Rodentia,Sciuridae,Urocitellus,,Urocitellus Species,2,0,0
Mammalia,Eulipotyphla,Erinaceidae,Mesechinus,dauuricus,Daurian Hedgehog,2,0,0
Aves,Passeriformes,Petroicidae,,,Petroicidae Family,2,0,0
Aves,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,Phainopepla,2,0,0
Aves,Charadriiformes,Scolopacidae,Scolopax,minor,American Woodcock,2,0,20
Aves,Pelecaniformes,Ardeidae,Egretta,novaehollandiae,White-faced Heron,2,0,0
Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,Northern wheatear,2,0,0
Aves,Passeriformes,Sturnidae,Sturnus,,Sturnus Species,2,77,0
Aves,Passeriformes,Tyrannidae,Cnemotriccus,fuscatus,Fuscous Flycatcher,2,0,0
Aves,Passeriformes,Regulidae,Regulus,satrapa,Golden-crowned Kinglet,2,0,0
Aves,Passeriformes,Troglodytidae,Cantorchilus,leucotis,Buff-breasted Wren,2,0,0
Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Bornean Gibbon,2,2,0
Aves,Passeriformes,Grallariidae,Grallaria,varia,Variegated Antpitta,2,0,0
Mammalia,Rodentia,Erethizontidae,Coendou,mexicanus,Mexican Hairy Dwarf Porcupine,2,0,0
Mammalia,Primates,Callitrichidae,Saguinus,melanoleucus,White/crandall's Saddleback Tamarin,2,0,0
Mammalia,Rodentia,Dipodidae,,,Dipodidae Family,2,0,0
Mammalia,Rodentia,Cricetidae,Myodes,,Myodes Species,2,0,0
Aves,Passeriformes,Passerellidae,Amphispiza,bilineata,Black-throated Sparrow,2,0,0
Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,,Antrostomus Species,2,0,0
Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed Gull,2,43,0
Aves,Passeriformes,Acanthizidae,Acanthiza,,Acanthiza Species,2,0,0
Mammalia,Chiroptera,Pteropodidae,,,Pteropodidae Family,2,0,0
Aves,Charadriiformes,Haematopodidae,Haematopus,fuliginosus,Sooty Oystercatcher,2,0,0
Mammalia,Primates,Cercopithecidae,Presbytis,siamensis,White-thighed Surili,2,2,0
Aves,Passeriformes,Troglodytidae,Thryothorus,,Thryothorus Species,2,0,0
Mammalia,Carnivora,Mustelidae,Aonyx,,Aonyx Species,2,4,0
Aves,Passeriformes,Dicruridae,Dicrurus,leucophaeus,Ashy Drongo,2,0,0
Mammalia,Primates,Lemuridae,Eulemur,albifrons,White-fronted Lemur,2,0,0
Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Common Vole,2,0,0
Mammalia,Primates,Atelidae,Alouatta,belzebul,Red-handed Howler Monkey,2,0,0
Aves,Passeriformes,Passerellidae,Atlapetes,pallidinucha,Pale-naped Brush-finch,2,0,0
Aves,Passeriformes,Turdidae,Turdus,fumigatus,Cocoa Thrush,2,0,0
Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,Cedar Waxwing,2,0,0
Aves,Passeriformes,Troglodytidae,Henicorhina,leucophrys,Gray-breasted Wood-Wren,2,0,0
Aves,Charadriiformes,Laridae,Larus,philadelphia,Bonaparte's Gull,2,0,0
Aves,Passeriformes,Sturnidae,Sturnus,unicolor,Spotless Starling,2,2,0
Mammalia,Cetartiodactyla,Bovidae,Oryx,gazella,Gemsbok,2,0,0
Aves,Coraciiformes,Alcedinidae,Dacelo,,Dacelo Species,1,0,0
Aves,Caprimulgiformes,Trochilidae,Phaethornis,longirostris,Long-billed Hermit,1,0,0
Aves,Passeriformes,Parulidae,Mniotilta,varia,Black-and-white Warbler,1,3,0
Aves,Galliformes,Cracidae,Nothocrax,,Nothocrax Species,1,0,0
Aves,Charadriiformes,Laridae,Larus,pipixcan,Franklin's Gull,1,0,0
Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Red-tailed Monkey,1,0,71
Aves,Passeriformes,Paridae,Poecile,montanus,Willow Tit,1,0,0
Aves,Anseriformes,Anhimidae,Anhima,cornuta,Horned Screamer,1,0,0
Aves,Passeriformes,Turdidae,Turdus,ignobilis,Black-billed Thrush,1,0,0
Aves,Coraciiformes,Meropidae,Merops,,Merops Species,1,0,0
Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Gila Monster,1,0,0
Aves,Passeriformes,Meliphagidae,Conopophila,whitei,Grey Honeyeater,1,0,0
Aves,Passeriformes,Nectariniidae,Nectarinia,purpureiventris,Purple-breasted Sunbird,1,0,0
Aves,Passeriformes,Icteridae,Quiscalus,,Quiscalus Species,1,0,0
Aves,Passeriformes,Tyrannidae,Knipolegus,,Knipolegus Species,1,0,0
Mammalia,Eulipotyphla,Soricidae,Blarina,brevicauda,Northern Short-tailed Shrew,1,0,0
Aves,Columbiformes,Columbidae,Columbina,minuta,Plain-breasted Ground-dove,1,0,0
Mammalia,Primates,Atelidae,Ateles,hybridus,Variegated Spider Monkey,1,0,0
Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Barn Swallow,1,1,0
Mammalia,Primates,Pitheciidae,Plecturocebus,brunneus,Brown Titi Monkey,1,0,0
Aves,Pelecaniformes,Ardeidae,Butorides,striatus,Striated Heron,1,0,0
Aves,Psittaciformes,Cacatuidae,Cacatua,sulphurea,Yellow-crested Cockatoo,1,0,0
Aves,Falconiformes,Falconidae,Falco,peregrinus,Faucon pèlerin,1,7,0
Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe Eagle,1,0,0
Aves,Passeriformes,Passerellidae,Melozone,fusca,Canyon Towhee,1,0,0
Aves,Passeriformes,Pycnonotidae,Phyllastrephus,flavostriatus,Yellow-streaked Greenbul,1,0,0
Aves,Ciconiiformes,Ciconiidae,Jabiru,mycteria,Jabiru,1,0,0
Aves,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,Western Grebe,1,0,0
Mammalia,Primates,Callitrichidae,Saguinus,tripartitus,Golden-mantle Saddleback Tamarin,1,0,0
Aves,Passeriformes,Parulidae,Setophaga,pinus,Pine Warbler,1,0,0
Aves,Passeriformes,Certhiidae,,,Certhiidae Family,1,0,0
Aves,Passeriformes,Furnariidae,Lepidocolaptes,,Lepidocolaptes Species,1,0,0
Reptilia,Squamata,Pythonidae,Antaresia,stimsoni,Stimson's Python,1,0,0
Aves,Passeriformes,Thamnophilidae,Myrmoborus,,Myrmoborus Species,1,0,0
Mammalia,Chiroptera,Vespertilionidae,Myotis,,Myotis Species,1,0,0
Aves,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,Long-billed Dowitcher,1,0,0
Aves,Passeriformes,Acanthizidae,Sericornis,,Scrubwren Species,1,0,0
Aves,Coraciiformes,Meropidae,Merops,apiaster,European Bee-eater,1,0,0
Aves,Caprimulgiformes,Trochilidae,Adelomyia,melanogenys,Speckled Hummingbird,1,0,0
Aves,Passeriformes,Ptiliogonatidae,Phainopepla,,Phainopepla Species,1,0,0
Amphibia,Anura,Ranidae,Rana,,Rana species,1,0,0
Aves,Passeriformes,Thamnophilidae,Pyriglena,leuconota,White-backed Fire-eye,1,6,0
Mammalia,Primates,Callitrichidae,Callithrix,,Callithrix Species,1,0,0
Aves,Passeriformes,Motacillidae,Motacilla,feldegg,Black-headed Wagtail,1,0,0
Mammalia,Chiroptera,Vespertilionidae,Plecotus,,Plecotus Species,1,0,0
Aves,Accipitriformes,Accipitridae,Accipiter,novaehollandiae,Grey Goshawk,1,0,0
Aves,Passeriformes,Paridae,Cyanistes,,Cyanistes Species,1,0,0
Mammalia,Cetartiodactyla,Camelidae,Lama,,Lama Species,1,0,0
Aves,Cathartiformes,Cathartidae,,,Cathartidae Family,1,0,0
Aves,Passeriformes,Cardinalidae,Cardinalis,,Cardinalis Species,1,17,0
Aves,Ciconiiformes,Ciconiidae,Ciconia,maguari,Maguari Stork,1,0,0
Aves,Charadriiformes,Charadriidae,Vanellus,miles,Masked Lapwing,1,0,0
Mammalia,Carnivora,Mustelidae,Pteronura,,Pteronura Species,1,0,0
Aves,Passeriformes,Passerellidae,Peucaea,cassinii,Cassin's Sparrow,1,1,0
Aves,Passeriformes,Regulidae,Regulus,calendula,Ruby-crowned Kinglet,1,5,0
Mammalia,Rodentia,Sciuridae,Sciurus,aureogaster,Mexican Gray Squirrel,1,0,0
Aves,Passeriformes,Icteridae,Psarocolius,,Psarocolius Species,1,0,0
Reptilia,Testudines,Emydidae,Terrapene,triunguis,Three-toed Box Turtle,1,0,0
Aves,Pelecaniformes,Ardeidae,Syrigma,sibilatrix,Whistling Heron,1,0,0
Reptilia,Squamata,Varanidae,Varanus,niloticus,Nile monitor,1,37,0
Mammalia,Rodentia,Cricetidae,Oryzomys,,Oryzomys Species,1,0,0
Aves,Charadriiformes,Scolopacidae,Tringa,melanoleuca,Greater Yellowlegs,1,0,0
Mammalia,Dermoptera,Cynocephalidae,Galeopterus,variegatus,Sunda Flying Lemur,1,0,0
Aves,Columbiformes,Columbidae,Patagioenas,speciosa,Scaled Pigeon,1,0,1
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,Common Dunnart,1,0,0
Aves,Piciformes,Picidae,Dryobates,nuttallii,Nuttall's Woodpecker,1,0,2
Reptilia,Squamata,Natricidae,Thamnophis,proximus,Western Ribbonsnake,1,0,0
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White Rhinoceros,1,0,0
Aves,Passeriformes,Hirundinidae,Alopochelidon,fucata,Tawny-headed Swallow,1,0,0
Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Green Anole,1,0,0
Aves,Passeriformes,Paridae,Periparus,ater,Coal Tit,1,0,0
Reptilia,Squamata,Varanidae,Varanus,gouldii,Sand Monitor,1,1,0
Aves,Passeriformes,Tyrannidae,Tyrannus,vociferans,Cassin's Kingbird,1,0,0
Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,Rusty-spotted Cat,1,0,0
Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,,Myrmecophaga Species,1,0,24
Mammalia,Rodentia,Hystricidae,Atherurus,,Atherurus Species,1,0,0
Aves,Gruiformes,Psophiidae,Psophia,ochroptera,Ochre-winged Trumpeter,1,0,0
Aves,Struthioniformes,Tinamidae,Tinamotis,,Tinamotis Species,1,8,0
Mammalia,Pilosa,Myrmecophagidae,,,Anteater Family,1,0,0
Aves,Strigiformes,Strigidae,Asio,clamator,Striped Owl,1,0,0
Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian Giant Squirrel,1,0,0
Aves,Passeriformes,Muscicapidae,Melaenornis,fischeri,White-eyed Slaty-flycatcher,1,0,64
Aves,Passeriformes,Meliphagidae,Entomyzon,cyanotis,Blue-faced Honeyeater,1,0,0
Aves,Passeriformes,Icteridae,Curaeus,curaeus,Austral Blackbird,1,0,0
Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,Northern Grasshopper Mouse,1,0,0
Aves,Passeriformes,Meliphagidae,Phylidonyris,niger,White-cheeked Honeyeater,1,0,1
Aves,Psittaciformes,Psittacidae,Platycercus,icterotis,Western Rosella,1,0,0
Mammalia,Rodentia,Sciuridae,Xerospermophilus,tereticaudus,Round-tailed Ground Squirrel,1,1,0
Aves,Gruiformes,Rallidae,Gallinula,chloropus,Moorhen,1,0,0
Aves,Passeriformes,Parulidae,Dendroica,aestiva,Yellow Warbler,1,0,0
Aves,Psittaciformes,Psittacidae,Brotogeris,,Brotogeris Species,1,0,0
Aves,Coraciiformes,Momotidae,Electron,platyrhynchum,Broad-billed Motmot,1,0,0
Aves,Passeriformes,Pomatostomidae,Pomatostomus,superciliosus,White-browed Babbler,1,4,0
Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced Monkey,1,0,0
Aves,Passeriformes,Paridae,Lophophanes,cristatus,Crested Tit,1,0,0
Aves,Musophagiformes,Musophagidae,Gallirex,johnstoni,Ruwenzori Turaco,1,0,6
Mammalia,Rodentia,Sciuridae,Paraxerus,cepapi,Smith's Bush Squirrel,1,0,0
Mammalia,Chiroptera,Vespertilionidae,,,Vespertilionidae Family,1,1,0
Aves,Charadriiformes,Scolopacidae,Steganopus,tricolor,Wilson's Phalarope,1,0,0
Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Domestic Water Buffalo,1,0,0
Mammalia,Rodentia,Sciuridae,Callospermophilus,saturatus,Cascade Golden-mantled Ground Squirrel,1,0,0
Mammalia,Rodentia,Sciuridae,Neotamias,obscurus,California Chipmunk,1,0,0
Mammalia,Rodentia,Spalacidae,Rhizomys,pruinosus,Hoary Bamboo Rat,1,10,0
Aves,Passeriformes,Fringillidae,,,Fringillidae Family,1,0,0
Aves,Passeriformes,Fringillidae,Spinus,magellanicus,Hooded Siskin,1,0,0
